County,State,Value,Category Range
Carroll,MS,566.5,549.4 - 1202.6 (643)
Marion,IL,566.6,549.4 - 1202.6 (643)
Montgomery,KS,566.7,549.4 - 1202.6 (643)
Massac,IL,566.8,549.4 - 1202.6 (643)
Jefferson,IN,566.9,549.4 - 1202.6 (643)
Frio,TX,566.9,549.4 - 1202.6 (643)
Trousdale,TN,567.2,549.4 - 1202.6 (643)
Hardin,IL,567.2,549.4 - 1202.6 (643)
Tipton,TN,567.3,549.4 - 1202.6 (643)
Martin,TX,567.3,549.4 - 1202.6 (643)
Hardeman,TX,567.4,549.4 - 1202.6 (643)
Dade,GA,567.4,549.4 - 1202.6 (643)
Troup,GA,567.6,549.4 - 1202.6 (643)
Henry,AL,567.7,549.4 - 1202.6 (643)
Delaware,OK,567.7,549.4 - 1202.6 (643)
Ward,TX,567.7,549.4 - 1202.6 (643)
Dale,AL,567.8,549.4 - 1202.6 (643)
Meigs,TN,568,549.4 - 1202.6 (643)
Pulaski,KY,568.1,549.4 - 1202.6 (643)
Houston,AL,568.2,549.4 - 1202.6 (643)
Conway,AR,568.4,549.4 - 1202.6 (643)
Union,AR,568.5,549.4 - 1202.6 (643)
Polk,TN,568.5,549.4 - 1202.6 (643)
Cattaraugus,NY,568.6,549.4 - 1202.6 (643)
Wilcox,GA,568.8,549.4 - 1202.6 (643)
Barry,MO,569,549.4 - 1202.6 (643)
Mercer,OH,569.1,549.4 - 1202.6 (643)
Lee,MS,569.4,549.4 - 1202.6 (643)
Tift,GA,569.4,549.4 - 1202.6 (643)
Edgar,IL,569.4,549.4 - 1202.6 (643)
Rock,NE,569.6,549.4 - 1202.6 (643)
Allegany,MD,569.7,549.4 - 1202.6 (643)
Elbert,GA,569.7,549.4 - 1202.6 (643)
Taney,MO,569.8,549.4 - 1202.6 (643)
Hopkins,TX,570.1,549.4 - 1202.6 (643)
Hunt,TX,570.2,549.4 - 1202.6 (643)
Dent,MO,570.2,549.4 - 1202.6 (643)
St. Louis City,MO,570.3,549.4 - 1202.6 (643)
Russell,KY,570.3,549.4 - 1202.6 (643)
Borden,TX,570.3,549.4 - 1202.6 (643)
Bollinger,MO,570.4,549.4 - 1202.6 (643)
Leake,MS,570.4,549.4 - 1202.6 (643)
Adair,KY,570.5,549.4 - 1202.6 (643)
Coffee,TN,570.5,549.4 - 1202.6 (643)
Pierce,GA,570.7,549.4 - 1202.6 (643)
Coffee,GA,571,549.4 - 1202.6 (643)
Marion,TX,571,549.4 - 1202.6 (643)
Buchanan,VA,571,549.4 - 1202.6 (643)
Franklin,GA,571.4,549.4 - 1202.6 (643)
Reynolds,MO,571.4,549.4 - 1202.6 (643)
Lake,MI,571.4,549.4 - 1202.6 (643)
Dillingham,AK,571.7,549.4 - 1202.6 (643)
Bedford,TN,571.8,549.4 - 1202.6 (643)
Randolph,AR,572,549.4 - 1202.6 (643)
St. Clair,AL,572.3,549.4 - 1202.6 (643)
Natchitoches,LA,572.6,549.4 - 1202.6 (643)
Choctaw,MS,573,549.4 - 1202.6 (643)
Jasper,MO,573.5,549.4 - 1202.6 (643)
Oregon,MO,573.6,549.4 - 1202.6 (643)
Galax,VA,573.6,549.4 - 1202.6 (643)
Montgomery,KY,573.8,549.4 - 1202.6 (643)
Calhoun,AR,574.1,549.4 - 1202.6 (643)
Washita,OK,574.2,549.4 - 1202.6 (643)
Delta,TX,574.3,549.4 - 1202.6 (643)
Forrest,MS,575,549.4 - 1202.6 (643)
Iosco,MI,575.4,549.4 - 1202.6 (643)
McDonald,MO,575.5,549.4 - 1202.6 (643)
Mobile,AL,575.6,549.4 - 1202.6 (643)
Roscommon,MI,576.3,549.4 - 1202.6 (643)
McClain,OK,576.3,549.4 - 1202.6 (643)
Sabine,TX,576.5,549.4 - 1202.6 (643)
Jefferson,TX,576.6,549.4 - 1202.6 (643)
Madison,FL,576.6,549.4 - 1202.6 (643)
St. John the Baptist,LA,576.9,549.4 - 1202.6 (643)
Kleberg,TX,576.9,549.4 - 1202.6 (643)
Robertson,TN,577.3,549.4 - 1202.6 (643)
Wicomico,MD,577.3,549.4 - 1202.6 (643)
Gray,TX,577.4,549.4 - 1202.6 (643)
Osage,KS,577.9,549.4 - 1202.6 (643)
Glascock,GA,578,549.4 - 1202.6 (643)
Wythe,VA,578.1,549.4 - 1202.6 (643)
Carter,MO,578.4,549.4 - 1202.6 (643)
Vermilion,IL,578.8,549.4 - 1202.6 (643)
Montgomery,AR,578.9,549.4 - 1202.6 (643)
Clay,TN,578.9,549.4 - 1202.6 (643)
Williamsburg,SC,578.9,549.4 - 1202.6 (643)
Floyd,GA,579.2,549.4 - 1202.6 (643)
Sevier,AR,580.1,549.4 - 1202.6 (643)
Lafayette,AR,580.2,549.4 - 1202.6 (643)
Yazoo,MS,580.6,549.4 - 1202.6 (643)
Turner,GA,581,549.4 - 1202.6 (643)
Obion,TN,581,549.4 - 1202.6 (643)
Calloway,KY,581.1,549.4 - 1202.6 (643)
Edgecombe,NC,581.1,549.4 - 1202.6 (643)
Allendale,SC,581.3,549.4 - 1202.6 (643)
Polk,AR,581.5,549.4 - 1202.6 (643)
Winkler,TX,581.6,549.4 - 1202.6 (643)
Jackson,LA,581.7,549.4 - 1202.6 (643)
Cotton,OK,581.8,549.4 - 1202.6 (643)
Ben Hill,GA,581.8,549.4 - 1202.6 (643)
Bibb,AL,581.9,549.4 - 1202.6 (643)
Washington,AR,582.1,549.4 - 1202.6 (643)
Warren,GA,582.7,549.4 - 1202.6 (643)
Cherokee,KS,582.9,549.4 - 1202.6 (643)
Hardin,TX,582.9,549.4 - 1202.6 (643)
Hot Spring,AR,583.1,549.4 - 1202.6 (643)
Baldwin,GA,583.4,549.4 - 1202.6 (643)
Greene,TN,583.5,549.4 - 1202.6 (643)
Sherman,TX,583.6,549.4 - 1202.6 (643)
Lyon,KY,584,549.4 - 1202.6 (643)
Washington,MS,584.4,549.4 - 1202.6 (643)
McCreary,KY,584.5,549.4 - 1202.6 (643)
Dickenson,VA,584.5,549.4 - 1202.6 (643)
Cannon,TN,584.6,549.4 - 1202.6 (643)
Hardin,OH,584.6,549.4 - 1202.6 (643)
Weakley,TN,584.9,549.4 - 1202.6 (643)
Nye,NV,585,549.4 - 1202.6 (643)
Cedar,MO,585.1,549.4 - 1202.6 (643)
Campbell,TN,585.1,549.4 - 1202.6 (643)
Young,TX,585.2,549.4 - 1202.6 (643)
Sussex,VA,585.3,549.4 - 1202.6 (643)
Harrison,MS,585.3,549.4 - 1202.6 (643)
White,TN,585.4,549.4 - 1202.6 (643)
Lamar,GA,585.5,549.4 - 1202.6 (643)
Trimble,KY,585.8,549.4 - 1202.6 (643)
Hinds,MS,585.8,549.4 - 1202.6 (643)
Lawrence,KY,586.4,549.4 - 1202.6 (643)
Talbot,GA,586.7,549.4 - 1202.6 (643)
Stewart,TN,587,549.4 - 1202.6 (643)
Irwin,GA,587.2,549.4 - 1202.6 (643)
Webster,KY,587.2,549.4 - 1202.6 (643)
Bradley,TN,587.3,549.4 - 1202.6 (643)
Schuylkill,PA,587.7,549.4 - 1202.6 (643)
Bay,MI,587.7,549.4 - 1202.6 (643)
White,AR,587.8,549.4 - 1202.6 (643)
Henderson,TX,587.8,549.4 - 1202.6 (643)
Washington,GA,588,549.4 - 1202.6 (643)
Genesee,MI,588,549.4 - 1202.6 (643)
Bath,KY,588.2,549.4 - 1202.6 (643)
Webster,LA,588.4,549.4 - 1202.6 (643)
Marion,TN,588.8,549.4 - 1202.6 (643)
Macon,TN,588.8,549.4 - 1202.6 (643)
Winston,AL,589.4,549.4 - 1202.6 (643)
Nowata,OK,590,549.4 - 1202.6 (643)
Perry,MS,590.1,549.4 - 1202.6 (643)
Jackson,AR,590.2,549.4 - 1202.6 (643)
Marshall,TN,590.2,549.4 - 1202.6 (643)
Winston,MS,590.4,549.4 - 1202.6 (643)
Sharkey,MS,590.5,549.4 - 1202.6 (643)
Bladen,NC,590.5,549.4 - 1202.6 (643)
Norton,VA,590.6,549.4 - 1202.6 (643)
St. Francois,MO,591.6,549.4 - 1202.6 (643)
Wilkes,GA,591.6,549.4 - 1202.6 (643)
Ogemaw,MI,591.7,549.4 - 1202.6 (643)
Ector,TX,591.7,549.4 - 1202.6 (643)
Vinton,OH,591.8,549.4 - 1202.6 (643)
Livingston,KY,591.9,549.4 - 1202.6 (643)
Florence,SC,591.9,549.4 - 1202.6 (643)
Wright,MO,592.2,549.4 - 1202.6 (643)
Angelina,TX,592.5,549.4 - 1202.6 (643)
Jasper,TX,592.6,549.4 - 1202.6 (643)
Madison,MO,592.7,549.4 - 1202.6 (643)
Ouachita,AR,592.7,549.4 - 1202.6 (643)
Columbia,AR,592.9,549.4 - 1202.6 (643)
Chenango,NY,593.4,549.4 - 1202.6 (643)
Arkansas,AR,593.5,549.4 - 1202.6 (643)
Cullman,AL,593.6,549.4 - 1202.6 (643)
Talladega,AL,594.2,549.4 - 1202.6 (643)
Wyoming,WV,594.2,549.4 - 1202.6 (643)
Boone,AR,595,549.4 - 1202.6 (643)
Iberia,LA,595.7,549.4 - 1202.6 (643)
Sumter,AL,596,549.4 - 1202.6 (643)
Pasquotank,NC,596.1,549.4 - 1202.6 (643)
Stoddard,MO,596.5,549.4 - 1202.6 (643)
Harrison,KY,596.5,549.4 - 1202.6 (643)
Washington,FL,596.7,549.4 - 1202.6 (643)
Clare,MI,596.9,549.4 - 1202.6 (643)
Pulaski,IL,597.5,549.4 - 1202.6 (643)
Wise,VA,597.8,549.4 - 1202.6 (643)
Anson,NC,598.1,549.4 - 1202.6 (643)
Fannin,TX,598.2,549.4 - 1202.6 (643)
Fulton,KY,598.6,549.4 - 1202.6 (643)
Owen,KY,598.8,549.4 - 1202.6 (643)
Itawamba,MS,598.8,549.4 - 1202.6 (643)
Pottawatomie,OK,598.9,549.4 - 1202.6 (643)
Bracken,KY,599.3,549.4 - 1202.6 (643)
Trinity,TX,599.4,549.4 - 1202.6 (643)
Bienville,LA,599.7,549.4 - 1202.6 (643)
Acadia,LA,599.7,549.4 - 1202.6 (643)
Howard,AR,599.8,549.4 - 1202.6 (643)
Monroe,MS,599.9,549.4 - 1202.6 (643)
Danville,VA,599.9,549.4 - 1202.6 (643)
Amite,MS,600,549.4 - 1202.6 (643)
Marshall,KY,600,549.4 - 1202.6 (643)
Childress,TX,600.2,549.4 - 1202.6 (643)
Morgan,AL,600.4,549.4 - 1202.6 (643)
Ripley,MO,600.4,549.4 - 1202.6 (643)
Creek,OK,600.4,549.4 - 1202.6 (643)
Moniteau,MO,600.5,549.4 - 1202.6 (643)
Issaquena,MS,600.6,549.4 - 1202.6 (643)
Red River,TX,600.6,549.4 - 1202.6 (643)
Clay,AR,600.7,549.4 - 1202.6 (643)
Morris,TX,600.9,549.4 - 1202.6 (643)
Cross,AR,601.4,549.4 - 1202.6 (643)
Pawnee,OK,601.9,549.4 - 1202.6 (643)
Mineral,NV,602,549.4 - 1202.6 (643)
Jack,TX,602,549.4 - 1202.6 (643)
Vernon,MO,602.6,549.4 - 1202.6 (643)
Pike,KY,603,549.4 - 1202.6 (643)
Pickens,AL,603.2,549.4 - 1202.6 (643)
Hancock,TN,603.3,549.4 - 1202.6 (643)
Johnson,KY,603.5,549.4 - 1202.6 (643)
Chester,TN,603.6,549.4 - 1202.6 (643)
Burleson,TX,603.6,549.4 - 1202.6 (643)
Rhea,TN,603.6,549.4 - 1202.6 (643)
Colleton,SC,603.7,549.4 - 1202.6 (643)
Cooper,MO,603.8,549.4 - 1202.6 (643)
Jim Wells,TX,603.9,549.4 - 1202.6 (643)
Hale,AL,604.3,549.4 - 1202.6 (643)
George,MS,604.5,549.4 - 1202.6 (643)
Hall,TX,604.9,549.4 - 1202.6 (643)
Benton,TN,605.6,549.4 - 1202.6 (643)
Cherokee,SC,606.6,549.4 - 1202.6 (643)
Ware,GA,606.7,549.4 - 1202.6 (643)
Pike,AR,606.9,549.4 - 1202.6 (643)
Crittenden,KY,607.5,549.4 - 1202.6 (643)
Ashley,AR,608,549.4 - 1202.6 (643)
Pike,MS,608,549.4 - 1202.6 (643)
Geneva,AL,608.1,549.4 - 1202.6 (643)
Sharp,AR,608.1,549.4 - 1202.6 (643)
Nicholas,KY,608.8,549.4 - 1202.6 (643)
Johnston,OK,609.1,549.4 - 1202.6 (643)
Le Flore,OK,609.1,549.4 - 1202.6 (643)
Yell,AR,610.7,549.4 - 1202.6 (643)
Fayette,AL,611.2,549.4 - 1202.6 (643)
Clay,MS,611.4,549.4 - 1202.6 (643)
Bradley,AR,611.9,549.4 - 1202.6 (643)
Jones,MS,612,549.4 - 1202.6 (643)
Hooker,NE,612,549.4 - 1202.6 (643)
Linn,MO,612.4,549.4 - 1202.6 (643)
New Madrid,MO,612.5,549.4 - 1202.6 (643)
Estill,KY,612.6,549.4 - 1202.6 (643)
Jefferson,OH,612.8,549.4 - 1202.6 (643)
Lee,SC,612.9,549.4 - 1202.6 (643)
Logan,WV,613.4,549.4 - 1202.6 (643)
Simpson,KY,613.9,549.4 - 1202.6 (643)
Clark,AR,614,549.4 - 1202.6 (643)
Cottle,TX,614.6,549.4 - 1202.6 (643)
Morgan,MO,615.5,549.4 - 1202.6 (643)
Mississippi,MO,615.5,549.4 - 1202.6 (643)
St. Clair,MO,615.9,549.4 - 1202.6 (643)
Haralson,GA,615.9,549.4 - 1202.6 (643)
Miller,AR,616,549.4 - 1202.6 (643)
Cherokee,TX,616,549.4 - 1202.6 (643)
Lawrence,TN,616.3,549.4 - 1202.6 (643)
Woodruff,AR,616.4,549.4 - 1202.6 (643)
Montgomery,MS,616.5,549.4 - 1202.6 (643)
Garvin,OK,616.5,549.4 - 1202.6 (643)
Dallas,AR,616.9,549.4 - 1202.6 (643)
Nevada,AR,617.4,549.4 - 1202.6 (643)
Cherokee,OK,617.5,549.4 - 1202.6 (643)
Scott,MS,617.5,549.4 - 1202.6 (643)
Starke,IN,617.7,549.4 - 1202.6 (643)
Corson,SD,617.9,549.4 - 1202.6 (643)
Noxubee,MS,618.1,549.4 - 1202.6 (643)
Wayne,MI,618.1,549.4 - 1202.6 (643)
Tallahatchie,MS,618.4,549.4 - 1202.6 (643)
Butler,MO,618.4,549.4 - 1202.6 (643)
Chicot,AR,618.9,549.4 - 1202.6 (643)
Cameron,LA,619,549.4 - 1202.6 (643)
Lewis,MO,619.1,549.4 - 1202.6 (643)
Montague,TX,619.1,549.4 - 1202.6 (643)
Crenshaw,AL,619.3,549.4 - 1202.6 (643)
Escambia,AL,619.4,549.4 - 1202.6 (643)
Lauderdale,MS,619.6,549.4 - 1202.6 (643)
Rapides,LA,619.6,549.4 - 1202.6 (643)
Haywood,TN,619.8,549.4 - 1202.6 (643)
Independence,AR,620.2,549.4 - 1202.6 (643)
Muscogee,GA,620.2,549.4 - 1202.6 (643)
Hempstead,AR,620.5,549.4 - 1202.6 (643)
Union,LA,620.6,549.4 - 1202.6 (643)
Claiborne,TN,620.6,549.4 - 1202.6 (643)
Somerset,MD,621.6,549.4 - 1202.6 (643)
McDowell,WV,621.7,549.4 - 1202.6 (643)
Franklin,MS,622,549.4 - 1202.6 (643)
Caldwell,KY,622.1,549.4 - 1202.6 (643)
Lowndes,AL,622.5,549.4 - 1202.6 (643)
Little River,AR,622.7,549.4 - 1202.6 (643)
Orange,TX,622.8,549.4 - 1202.6 (643)
Adair,OK,623.3,549.4 - 1202.6 (643)
Tattnall,GA,623.8,549.4 - 1202.6 (643)
Hardeman,TN,623.9,549.4 - 1202.6 (643)
Claiborne,LA,624.2,549.4 - 1202.6 (643)
Holmes,FL,625.2,549.4 - 1202.6 (643)
Mayes,OK,625.7,549.4 - 1202.6 (643)
Lamar,AL,626.2,549.4 - 1202.6 (643)
Madison,AR,626.4,549.4 - 1202.6 (643)
Lewis,TN,626.5,549.4 - 1202.6 (643)
Lincoln,TN,626.9,549.4 - 1202.6 (643)
Warren,TN,626.9,549.4 - 1202.6 (643)
Potter,TX,627,549.4 - 1202.6 (643)
Hopewell,VA,627,549.4 - 1202.6 (643)
Baltimore City,MD,627.2,549.4 - 1202.6 (643)
Mitchell,TX,627.7,549.4 - 1202.6 (643)
Bowie,TX,628,549.4 - 1202.6 (643)
Nottoway,VA,628.7,549.4 - 1202.6 (643)
Emanuel,GA,628.7,549.4 - 1202.6 (643)
Montgomery,GA,629.3,549.4 - 1202.6 (643)
Washington,AL,629.9,549.4 - 1202.6 (643)
Pontotoc,OK,630,549.4 - 1202.6 (643)
Benton,MS,630.1,549.4 - 1202.6 (643)
Calhoun,MS,630.6,549.4 - 1202.6 (643)
Union,MS,630.7,549.4 - 1202.6 (643)
Miami,IN,631.2,549.4 - 1202.6 (643)
McMinn,TN,631.2,549.4 - 1202.6 (643)
Cass,TX,631.3,549.4 - 1202.6 (643)
Chesterfield,SC,631.5,549.4 - 1202.6 (643)
Appling,GA,631.7,549.4 - 1202.6 (643)
Chattahoochee,GA,632.1,549.4 - 1202.6 (643)
Macon,AL,632.4,549.4 - 1202.6 (643)
Walthall,MS,632.7,549.4 - 1202.6 (643)
Vermilion,LA,632.9,549.4 - 1202.6 (643)
Liberty,TX,632.9,549.4 - 1202.6 (643)
Conecuh,AL,633,549.4 - 1202.6 (643)
Smith,MS,633.2,549.4 - 1202.6 (643)
Jasper,MS,633.7,549.4 - 1202.6 (643)
Stephens,OK,633.8,549.4 - 1202.6 (643)
Monroe,AR,633.8,549.4 - 1202.6 (643)
West Carroll,LA,634,549.4 - 1202.6 (643)
Murray,OK,634.8,549.4 - 1202.6 (643)
Union,SC,635,549.4 - 1202.6 (643)
Morehouse,LA,635.1,549.4 - 1202.6 (643)
Clay,KY,635.7,549.4 - 1202.6 (643)
Brunswick,VA,635.8,549.4 - 1202.6 (643)
Okmulgee,OK,637.4,549.4 - 1202.6 (643)
St. Francis,AR,637.8,549.4 - 1202.6 (643)
Lawrence,AL,637.8,549.4 - 1202.6 (643)
Meriwether,GA,637.8,549.4 - 1202.6 (643)
Mariana Islands,MP,638.6,549.4 - 1202.6 (643)
Newton,MS,638.7,549.4 - 1202.6 (643)
Chattooga,GA,639.4,549.4 - 1202.6 (643)
Cherokee,AL,639.4,549.4 - 1202.6 (643)
Grant,KY,639.5,549.4 - 1202.6 (643)
Phillips,AR,640.4,549.4 - 1202.6 (643)
Greene,AL,640.7,549.4 - 1202.6 (643)
Haskell,OK,640.7,549.4 - 1202.6 (643)
Vermillion,IN,640.9,549.4 - 1202.6 (643)
Jefferson Davis,LA,641.1,549.4 - 1202.6 (643)
Covington,AL,641.2,549.4 - 1202.6 (643)
Henry,MO,641.4,549.4 - 1202.6 (643)
Colbert,AL,642.1,549.4 - 1202.6 (643)
Clinton,KY,642.3,549.4 - 1202.6 (643)
Texas,OK,642.3,549.4 - 1202.6 (643)
Jefferson Davis,MS,642.6,549.4 - 1202.6 (643)
American Samoa,AS,642.7,549.4 - 1202.6 (643)
Cumberland,KY,643.3,549.4 - 1202.6 (643)
McIntosh,OK,643.9,549.4 - 1202.6 (643)
East Carroll,LA,644,549.4 - 1202.6 (643)
Covington,MS,644.1,549.4 - 1202.6 (643)
Newton,TX,644.1,549.4 - 1202.6 (643)
Jackson,OH,644.2,549.4 - 1202.6 (643)
Bacon,GA,644.2,549.4 - 1202.6 (643)
Fleming,KY,644.3,549.4 - 1202.6 (643)
Bristol,VA,644.9,549.4 - 1202.6 (643)
Polk,GA,645,549.4 - 1202.6 (643)
Carter,OK,645.3,549.4 - 1202.6 (643)
Letcher,KY,645.7,549.4 - 1202.6 (643)
Pointe Coupee,LA,645.8,549.4 - 1202.6 (643)
Lincoln,MS,646.2,549.4 - 1202.6 (643)
Tate,MS,646.3,549.4 - 1202.6 (643)
Wayne,TN,646.6,549.4 - 1202.6 (643)
Menifee,KY,647,549.4 - 1202.6 (643)
Floyd,KY,647.7,549.4 - 1202.6 (643)
Winn,LA,647.8,549.4 - 1202.6 (643)
Marshall,AL,649.2,549.4 - 1202.6 (643)
McCurtain,OK,649.5,549.4 - 1202.6 (643)
Wilkinson,GA,650.3,549.4 - 1202.6 (643)
Lee,AR,650.8,549.4 - 1202.6 (643)
Wayne,MS,650.9,549.4 - 1202.6 (643)
Sequoyah,OK,651.1,549.4 - 1202.6 (643)
Richland,LA,651.6,549.4 - 1202.6 (643)
Grundy,TN,651.6,549.4 - 1202.6 (643)
Franklin City,VA,651.9,549.4 - 1202.6 (643)
Washington,LA,652.6,549.4 - 1202.6 (643)
Henry,TN,653.6,549.4 - 1202.6 (643)
DeKalb,TN,653.9,549.4 - 1202.6 (643)
Copiah,MS,654.5,549.4 - 1202.6 (643)
Richmond,NC,654.6,549.4 - 1202.6 (643)
Lincoln,AR,654.9,549.4 - 1202.6 (643)
Drew,AR,654.9,549.4 - 1202.6 (643)
Van Buren,TN,655.1,549.4 - 1202.6 (643)
Dyer,TN,655.4,549.4 - 1202.6 (643)
Scioto,OH,655.8,549.4 - 1202.6 (643)
Greene,MS,656.1,549.4 - 1202.6 (643)
Yalobusha,MS,657.3,549.4 - 1202.6 (643)
Lake and Peninsula,AK,658.1,549.4 - 1202.6 (643)
Knott,KY,658.8,549.4 - 1202.6 (643)
Wayne,GA,658.9,549.4 - 1202.6 (643)
Chilton,AL,659.1,549.4 - 1202.6 (643)
DeKalb,AL,660,549.4 - 1202.6 (643)
Palo Pinto,TX,660.5,549.4 - 1202.6 (643)
Clarke,MS,660.7,549.4 - 1202.6 (643)
Choctaw,AL,661.3,549.4 - 1202.6 (643)
Cleburne,AL,661.4,549.4 - 1202.6 (643)
Mingo,WV,661.4,549.4 - 1202.6 (643)
Fayette,OH,661.8,549.4 - 1202.6 (643)
Chickasaw,MS,662,549.4 - 1202.6 (643)
Robertson,KY,662.8,549.4 - 1202.6 (643)
Vernon,LA,663.8,549.4 - 1202.6 (643)
Cleveland,AR,664.6,549.4 - 1202.6 (643)
Latimer,OK,665.1,549.4 - 1202.6 (643)
Franklin,AL,665.8,549.4 - 1202.6 (643)
Decatur,TN,666,549.4 - 1202.6 (643)
Mason,KY,667.2,549.4 - 1202.6 (643)
Quitman,MS,667.8,549.4 - 1202.6 (643)
Perry,AL,669.4,549.4 - 1202.6 (643)
Mississippi,AR,669.6,549.4 - 1202.6 (643)
Avoyelles,LA,669.7,549.4 - 1202.6 (643)
Henderson,TN,670.4,549.4 - 1202.6 (643)
McNairy,TN,670.4,549.4 - 1202.6 (643)
Gibson,TN,670.6,549.4 - 1202.6 (643)
Hopkins,KY,671.4,549.4 - 1202.6 (643)
Dillon,SC,671.7,549.4 - 1202.6 (643)
Clay,AL,671.8,549.4 - 1202.6 (643)
Toombs,GA,672.6,549.4 - 1202.6 (643)
Twiggs,GA,673.6,549.4 - 1202.6 (643)
Macon,GA,673.7,549.4 - 1202.6 (643)
Alcorn,MS,674,549.4 - 1202.6 (643)
Clinch,GA,675.4,549.4 - 1202.6 (643)
Dunklin,MO,675.8,549.4 - 1202.6 (643)
Peach,GA,677.2,549.4 - 1202.6 (643)
Etowah,AL,677.2,549.4 - 1202.6 (643)
Hutchinson,TX,679.6,549.4 - 1202.6 (643)
Jackson,KY,682.3,549.4 - 1202.6 (643)
Concordia,LA,682.3,549.4 - 1202.6 (643)
Tippah,MS,682.3,549.4 - 1202.6 (643)
Poinsett,AR,682.6,549.4 - 1202.6 (643)
Bibb,GA,682.7,549.4 - 1202.6 (643)
Coahoma,MS,683.8,549.4 - 1202.6 (643)
Marion,AL,683.9,549.4 - 1202.6 (643)
Wilkinson,MS,684.7,549.4 - 1202.6 (643)
Butler,AL,685.8,549.4 - 1202.6 (643)
Anderson,TX,686.5,549.4 - 1202.6 (643)
Calcasieu,LA,689.1,549.4 - 1202.6 (643)
Columbus,NC,689.2,549.4 - 1202.6 (643)
Warren,MS,690,549.4 - 1202.6 (643)
East Feliciana,LA,690.9,549.4 - 1202.6 (643)
Polk,TX,691.2,549.4 - 1202.6 (643)
Upson,GA,691.6,549.4 - 1202.6 (643)
Lawrence,MS,692.7,549.4 - 1202.6 (643)
Jackson,AL,693,549.4 - 1202.6 (643)
Sunflower,MS,693.2,549.4 - 1202.6 (643)
Jefferson,OK,693.3,549.4 - 1202.6 (643)
Guam,GU,693.4,549.4 - 1202.6 (643)
Union,FL,694.1,549.4 - 1202.6 (643)
Pittsburg,OK,695.5,549.4 - 1202.6 (643)
Crockett,TN,696.2,549.4 - 1202.6 (643)
Beauregard,LA,696.5,549.4 - 1202.6 (643)
Darlington,SC,696.8,549.4 - 1202.6 (643)
Hardin,TN,700.6,549.4 - 1202.6 (643)
Calhoun,AL,700.8,549.4 - 1202.6 (643)
Randolph,AL,701.2,549.4 - 1202.6 (643)
Candler,GA,701.9,549.4 - 1202.6 (643)
Bell,KY,702.1,549.4 - 1202.6 (643)
Harlan,KY,703.9,549.4 - 1202.6 (643)
Crawford,MO,704,549.4 - 1202.6 (643)
Marengo,AL,704.8,549.4 - 1202.6 (643)
Seminole,OK,706.2,549.4 - 1202.6 (643)
Lauderdale,TN,706.8,549.4 - 1202.6 (643)
Whitley,KY,707.6,549.4 - 1202.6 (643)
Marion,SC,708.2,549.4 - 1202.6 (643)
Pushmataha,OK,708.4,549.4 - 1202.6 (643)
Lake,TN,708.9,549.4 - 1202.6 (643)
Perry,TN,708.9,549.4 - 1202.6 (643)
St. Landry,LA,710.2,549.4 - 1202.6 (643)
Holmes,MS,711.6,549.4 - 1202.6 (643)
Powell,KY,712.4,549.4 - 1202.6 (643)
Jefferson,AR,712.5,549.4 - 1202.6 (643)
Humphreys,MS,712.6,549.4 - 1202.6 (643)
Webster,MS,717.5,549.4 - 1202.6 (643)
Leslie,KY,719.9,549.4 - 1202.6 (643)
Tishomingo,MS,720.4,549.4 - 1202.6 (643)
Claiborne,MS,721.1,549.4 - 1202.6 (643)
Pemiscot,MO,724.2,549.4 - 1202.6 (643)
Jefferson,MS,725.2,549.4 - 1202.6 (643)
Iron,MO,726.2,549.4 - 1202.6 (643)
Howard,TX,727.1,549.4 - 1202.6 (643)
Sioux,ND,729.4,549.4 - 1202.6 (643)
Wilcox,AL,729.5,549.4 - 1202.6 (643)
Craig,OK,730.8,549.4 - 1202.6 (643)
Martinsville,VA,738.9,549.4 - 1202.6 (643)
Dallas,AL,739.3,549.4 - 1202.6 (643)
Ottawa,OK,739.5,549.4 - 1202.6 (643)
Cocke,TN,739.9,549.4 - 1202.6 (643)
Owsley,KY,743.8,549.4 - 1202.6 (643)
Hughes,OK,744,549.4 - 1202.6 (643)
Panola,MS,745.4,549.4 - 1202.6 (643)
Okfuskee,OK,745.5,549.4 - 1202.6 (643)
Walker,GA,746.5,549.4 - 1202.6 (643)
Monroe,KY,748.1,549.4 - 1202.6 (643)
Bolivar,MS,748.4,549.4 - 1202.6 (643)
Atoka,OK,749.9,549.4 - 1202.6 (643)
Gallatin,KY,752.7,549.4 - 1202.6 (643)
Perry,KY,756.2,549.4 - 1202.6 (643)
Grenada,MS,762.5,549.4 - 1202.6 (643)
Petersburg,VA,765.7,549.4 - 1202.6 (643)
Lee,KY,769,549.4 - 1202.6 (643)
Tensas,LA,771.3,549.4 - 1202.6 (643)
Coal,OK,771.7,549.4 - 1202.6 (643)
Ochiltree,TX,772.7,549.4 - 1202.6 (643)
Choctaw,OK,772.9,549.4 - 1202.6 (643)
Carroll,TN,776.7,549.4 - 1202.6 (643)
Neshoba,MS,779.3,549.4 - 1202.6 (643)
Roosevelt,MT,790.2,549.4 - 1202.6 (643)
Muskogee,OK,791.5,549.4 - 1202.6 (643)
Tunica,MS,800,549.4 - 1202.6 (643)
Madison,LA,800.5,549.4 - 1202.6 (643)
Jeff Davis,GA,808.4,549.4 - 1202.6 (643)
Walker,AL,808.8,549.4 - 1202.6 (643)
Breathitt,KY,820.9,549.4 - 1202.6 (643)
